id, title, year, length, rating, rating_votes, poster, plot, trailer, cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt1164999,Biutiful ,2010,2h 28min,7.5,82244,https://m.media-amazon.com/images/M/MV5BMzI4OTQ0MDQyNl5BMl5BanBnXkFtZTcwODY5MjQwNA@@.jpg,This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move.,{'id': 'vi3934586393', 'link': 'https://www.imdb.com/videoplayer/vi3934586393'},[{'actor': 'Javier Bardem', 'actor_id': 'nm0000849', 'character': 'Uxbal'}, {'actor': 'Maricel Álvarez', 'actor_id': 'nm3159825', 'character': 'Marambra'}, {'actor': 'Hanaa Bouchaib', 'actor_id': 'nm3904817', 'character': 'Ana'}, {'actor': 'Guillermo Estrella', 'actor_id': 'nm3127008', 'character': 'Mateo'}, {'actor': 'Eduard Fernández', 'actor_id': 'nm0273464', 'character': 'Tito'}, {'actor': 'Cheikh Ndiaye', 'actor_id': 'nm1081978', 'character': 'Ekweme'}, {'actor': 'Diaryatou Daff', 'actor_id': 'nm3904979', 'character': 'Ige'}, {'actor': 'Taishen Cheng', 'actor_id': 'nm1702381', 'character': 'Hai (as Taisheng Cheng)'}, {'actor': 'Jin Luo', 'actor_id': 'nm2950480', 'character': 'Liwei'}, {'actor': 'George Chibuikwem Chukwuma', 'actor_id': 'nm3938312', 'character': 'Samuel'}, {'actor': 'Lang Sofia Lin', 'actor_id': 'nm3939835', 'character': 'Li'}, {'actor': 'Yodian Yang', 'actor_id': 'nm3940317', 'character': 'Chino Obeso'}, {'actor': 'Tuo Lin', 'actor_id': 'nm3940346', 'character': 'Barman Bar Hai'}, {'actor': 'Xueheng Chen', 'actor_id': 'nm3939996', 'character': 'Chino Bodega'}, {'actor': 'Xiaoyan Zhang', 'actor_id': 'nm0944509', 'character': 'Jung'}],[['Runtime', '2 hr 28 min (148 min)'], ['Sound Mix', 'Dolby | Dolby Digital'], ['Color', 'Color'], ['Aspect Ratio', '1.85 : 1 (pillarbox) <br> 2.35 : 1'], ['Camera', 'Panavision Panaflex Millennium XL2, Panavision C-, G-Series and Ultra Speed Z-Series MKII Lenses'], ['Film Length', '4.04 m (Portugal, 35 mm)'], ['Negative Format', '35 mm (Kodak Vision2 50D 5201, Vision3 500T 5219, Vision2 500T 5260)'], ['Cinematographic Process', 'Digital Intermediate (2K) (master format) <br> Panavision (anamorphic) (source format) <br> Spherical (source format)'], ['Printed Film Format', '35 mm (Kodak Vision Premier 2393) <br> D-Cinema']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt1856101,Blade Runner 2049 ,2017,2h 44min,8,409215,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@.jpg,A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.,{'id': 'vi3362371865', 'link': 'https://www.imdb.com/videoplayer/vi3362371865'},[{'actor': 'Ryan Gosling', 'actor_id': 'nm0331516'," 'character': ""'K'""}", {'actor': 'Dave Bautista', 'actor_id': 'nm1176985', 'character': 'Sapper Morton'}, {'actor': 'Robin Wright', 'actor_id': 'nm0000705', 'character': 'Lieutenant Joshi'}, {'actor': 'Mark Arnold', 'actor_id': 'nm0036553', 'character': 'Interviewer'}, {'actor': 'Vilma Szécsi', 'actor_id': 'nm1315976', 'character': 'Angry Old Lady'}, {'actor': 'Ana de Armas', 'actor_id': 'nm1869101', 'character': 'Joi'}, {'actor': 'Wood Harris', 'actor_id': 'nm0365445', 'character': 'Nandez'}, {'actor': 'David Dastmalchian', 'actor_id': 'nm2810287', 'character': 'Coco'}, {'actor': 'Tómas Lemarquis', 'actor_id': 'nm1319365', 'character': 'File Clerk'}, {'actor': 'Sylvia Hoeks', 'actor_id': 'nm1679778', 'character': 'Luv'}, {'actor': 'Edward James Olmos', 'actor_id': 'nm0001579', 'character': 'Gaff'}, {'actor': 'Jared Leto', 'actor_id': 'nm0001467', 'character': 'Niander Wallace'}, {'actor': 'Sallie Harmsen', 'actor_id': 'nm1760156', 'character': 'Female Replicant'}, {'actor': 'Hiam Abbass', 'actor_id': 'nm0007814', 'character': 'Freysa'}, {'actor': 'Mackenzie Davis', 'actor_id': 'nm4496875', 'character': 'Mariette'}],[['Runtime', '2 hr 44 min (164 min)'], ['Sound Mix', 'Dolby Atmos | Auro 11.1 | DTS (DTS: X) | IMAX 6-Track | 12-Track Digital Sound (IMAX 12 track) | Dolby Surround 7.1 | Sonics-DDP | SDDS'], ['Color', 'Color'], ['Aspect Ratio', '1.90 : 1 (IMAX version) <br> 2.39 : 1'], ['Camera', 'Arri Alexa Mini, Zeiss Master Prime Lenses <br> Arri Alexa Plus, Zeiss Master Prime Lenses <br> Arri Alexa XT Studio, Zeiss Master Prime Lenses'], ['Laboratory', 'DeLuxe, Hollywood (CA), USA <br> EFILM Digital Laboratories, Hollywood (CA), USA (digital intermediate)'], ['Negative Format', 'Codex'], ['Cinematographic Process', 'ARRIRAW (2.8K) (3.4K) (source format) <br> Digital Intermediate (4K) (master format) <br> Dolby Vision'], ['Printed Film Format', 'D-Cinema (also 3-D version)']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt0071230,Blazing Saddles ,1974,1h 33min,7.7,119269,https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.,{'id': 'vi4038721817', 'link': 'https://www.imdb.com/videoplayer/vi4038721817'},[{'actor': 'Cleavon Little', 'actor_id': 'nm0001476', 'character': 'Bart'}, {'actor': 'Gene Wilder', 'actor_id': 'nm0000698', 'character': 'Jim'}, {'actor': 'Slim Pickens', 'actor_id': 'nm0001620', 'character': 'Taggart'}, {'actor': 'Harvey Korman', 'actor_id': 'nm0466327', 'character': 'Hedley Lamarr'}, {'actor': 'Madeline Kahn', 'actor_id': 'nm0001404', 'character': 'Lili Von Shtupp'}, {'actor': 'Mel Brooks', 'actor_id': 'nm0000316', 'character': 'Governor Lepetomane'}, {'actor': 'Burton Gilliam', 'actor_id': 'nm0319096', 'character': 'Lyle'}, {'actor': 'Alex Karras', 'actor_id': 'nm0440090', 'character': 'Mongo'}, {'actor': 'David Huddleston', 'actor_id': 'nm0399663', 'character': 'Olson Johnson'}, {'actor': 'Liam Dunn', 'actor_id': 'nm0242668', 'character': 'Rev. Johnson'}, {'actor': 'John Hillerman', 'actor_id': 'nm0384916', 'character': 'Howard Johnson'}, {'actor': 'George Furth', 'actor_id': 'nm0299149', 'character': 'Van Johnson'}, {'actor': 'Jack Starrett', 'actor_id': 'nm0823630', 'character': 'Gabby Johnson'}, {'actor': 'Carol Arthur', 'actor_id': 'nm0217935', 'character': 'Harriett Johnson'}, {'actor': 'Richard Collier', 'actor_id': 'nm0171956', 'character': 'Dr. Sam Johnson'}],[['Runtime', '1 hr 33 min (93 min)'], ['Sound Mix', 'Mono'], ['Color', 'Color (Technicolor)'], ['Aspect Ratio', '2.35 : 1'], ['Camera', 'Panavision R 200'], ['Laboratory', 'Technicolor, Hollywood (CA), USA'], ['Film Length', '2,550 m (Finland)'], ['Negative Format', '35 mm'], ['Cinematographic Process', 'Panavision'], ['Printed Film Format', '35 mm']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt5462602,The Big Sick ,2017,2h,7.6,110375,https://m.media-amazon.com/images/M/MV5BZWM4YzZjOTEtZmU5ZS00ZTRkLWFiNjAtZTEwNzIzMDM5MjdmXkEyXkFqcGdeQXVyNDg2MjUxNjM@.jpg,Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.,{'id': 'vi3014637849', 'link': 'https://www.imdb.com/videoplayer/vi3014637849'},[{'actor': 'Kumail Nanjiani', 'actor_id': 'nm3529685', 'character': 'Kumail'}, {'actor': 'Zoe Kazan', 'actor_id': 'nm1443740', 'character': 'Emily'}, {'actor': 'Holly Hunter', 'actor_id': 'nm0000456', 'character': 'Beth'}, {'actor': 'Ray Romano', 'actor_id': 'nm0005380', 'character': 'Terry'}, {'actor': 'Anupam Kher', 'actor_id': 'nm0451600', 'character': 'Azmat'}, {'actor': 'Zenobia Shroff', 'actor_id': 'nm2801210', 'character': 'Sharmeen'}, {'actor': 'Adeel Akhtar', 'actor_id': 'nm2253821', 'character': 'Naveed'}, {'actor': 'Bo Burnham', 'actor_id': 'nm3102998', 'character': 'CJ'}, {'actor': 'Aidy Bryant', 'actor_id': 'nm5262775', 'character': 'Mary'}, {'actor': 'Kurt Braunohler', 'actor_id': 'nm2223253', 'character': 'Chris'}, {'actor': 'Vella Lovell', 'actor_id': 'nm7215504', 'character': 'Khadija'}, {'actor': 'Myra Lucretia Taylor', 'actor_id': 'nm0852939', 'character': 'Nurse Judy'}, {'actor': 'Jeremy Shamos', 'actor_id': 'nm0787892', 'character': 'Bob Dalavan'}, {'actor': 'David Alan Grier', 'actor_id': 'nm0004979', 'character': 'Andy Dodd'}, {'actor': 'Ed Herbstman', 'actor_id': 'nm0378724', 'character': 'Sam Highsmith'}],[['Runtime', '2 hr (120 min)'], ['Sound Mix', 'Dolby Digital'], ['Color', 'Color'], ['Aspect Ratio', '1.85 : 1'], ['Camera', 'Arri Alexa Mini, Cooke S5/i Lenses'], ['Printed Film Format', 'Digital (Digital Cinema Package DCP)']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt2132285,The Bling Ring ,2013,1h 30min,5.6,79252,https://m.media-amazon.com/images/M/MV5BMTQzMTgwMzQxN15BMl5BanBnXkFtZTcwOTcwNTY0OQ@@.jpg,Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.,{'id': 'vi1748149785', 'link': 'https://www.imdb.com/videoplayer/vi1748149785'},[{'actor': 'Katie Chang', 'actor_id': 'nm4583512', 'character': 'Rebecca'}, {'actor': 'Israel Broussard', 'actor_id': 'nm3441152', 'character': 'Marc'}, {'actor': 'Emma Watson', 'actor_id': 'nm0914612', 'character': 'Nicki'}, {'actor': 'Claire Julien', 'actor_id': 'nm4903197', 'character': 'Chloe'}, {'actor': 'Taissa Farmiga', 'actor_id': 'nm3920288', 'character': 'Sam'}, {'actor': 'Georgia Rock', 'actor_id': 'nm4939435', 'character': 'Emily'}, {'actor': 'Leslie Mann', 'actor_id': 'nm0005182', 'character': 'Laurie'}, {'actor': 'Carlos Miranda', 'actor_id': 'nm3163793', 'character': 'Rob'}, {'actor': 'Gavin Rossdale', 'actor_id': 'nm0569962', 'character': 'Ricky'}, {'actor': 'Stacy Edwards', 'actor_id': 'nm0250368'," 'character': ""Marc's Mom""}", {'actor': 'G. Mac Brown', 'actor_id': 'nm0113583', 'character': 'Henry'}, {'actor': 'Marc Coppola', 'actor_id': 'nm0178898'," 'character': ""Mr. Hall - Marc's Dad""}", {'actor': 'Janet Song', 'actor_id': 'nm1535531'," 'character': ""Rebecca's Mom""}", {'actor': 'Annie Fitzgerald', 'actor_id': 'nm0280173', 'character': 'Kate from Vanity Fair'}, {'actor': 'Lorenzo Hunt', 'actor_id': 'nm2274252'," 'character': ""Police Officer #1 (Nicki's)""}]",[['Runtime', '1 hr 30 min (90 min)'], ['Sound Mix', 'Dolby Digital | Datasat'], ['Color', 'Color | <br> Black and White (some scenes)'], ['Aspect Ratio', '1.85 : 1'], ['Camera', 'Red Epic'], ['Film Length', '2,481 m (6 reels)'], ['Negative Format', 'Redcode RAW'], ['Cinematographic Process', 'Digital Intermediate (2K) (master format) <br> Redcode RAW (4.5K) (source format)'], ['Printed Film Format', '35 mm (spherical) (Kodak Vision 2383) <br> D-Cinema']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt0450259,Blood Diamond ,2006,2h 23min,8,474375,https://m.media-amazon.com/images/M/MV5BZDMxOGZhNWYtMzRlYy00Mzk5LWJjMjEtNmQ4NDU4M2QxM2UzXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.,{'id': 'vi180027673', 'link': 'https://www.imdb.com/videoplayer/vi180027673'},[{'actor': 'Leonardo DiCaprio', 'actor_id': 'nm0000138', 'character': 'Danny Archer'}, {'actor': 'Djimon Hounsou', 'actor_id': 'nm0005023', 'character': 'Solomon Vandy'}, {'actor': 'Jennifer Connelly', 'actor_id': 'nm0000124', 'character': 'Maddy Bowen'}, {'actor': 'Kagiso Kuypers', 'actor_id': 'nm2218894', 'character': 'Dia Vandy'}, {'actor': 'Arnold Vosloo', 'actor_id': 'nm0903677', 'character': 'Colonel Coetzee'}, {'actor': 'Antony Coleman', 'actor_id': 'nm1123737', 'character': 'Cordell Brown'}, {'actor': 'Benu Mabhena', 'actor_id': 'nm2335116', 'character': 'Jassie Vandy'}, {'actor': 'Anointing Lukola', 'actor_id': 'nm2467417'," 'character': ""N'Yanda Vandy""}", {'actor': 'David Harewood', 'actor_id': 'nm0362873', 'character': 'Captain Poison'}, {'actor': 'Basil Wallace', 'actor_id': 'nm0908534', 'character': 'Benjamin Kapanay'}, {'actor': 'Jimi Mistry', 'actor_id': 'nm0592993', 'character': 'Nabil'}, {'actor': 'Michael Sheen', 'actor_id': 'nm0790688', 'character': 'Rupert Simmons'}, {'actor': 'Marius Weyers', 'actor_id': 'nm0923366', 'character': 'Rudolf Van De Kaap'}, {'actor': 'Stephen Collins', 'actor_id': 'nm0004834', 'character': 'Ambassador Walker'}, {'actor': 'Ntare Guma Mbaho Mwine', 'actor_id': 'nm0616543'," 'character': ""M'Ed""}]",[['Runtime', '2 hr 23 min (143 min)'], ['Sound Mix', 'DTS | Dolby Digital | SDDS'], ['Color', 'Color'], ['Aspect Ratio', '2.35 : 1'], ['Camera', 'Arricam LT, Hawk C-, V-Series and Angenieux Optimo Lenses <br> Arricam ST, Hawk C-, V-Series and Angenieux Optimo Lenses <br> Arriflex 235, Hawk C-, V-Series and Angenieux HR Lenses <br> Arriflex 435, Hawk C-, V-Series and Angenieux Optimo Lenses'], ['Laboratory', 'EFILM Digital Laboratories, Hollywood (CA), USA (digital intermediate) <br> Technicolor, Hollywood (CA), USA'], ['Film Length', '3,778 m (Portugal, 35 mm)'], ['Negative Format', '35 mm (Kodak Vision2 500T 5218, Vision 500T 5279)'], ['Cinematographic Process', 'Digital Intermediate (2K) (master format) <br> Hawk Scope (anamorphic) (source format)'], ['Printed Film Format', '35 mm (Fuji Eterna-CP 3513DI) <br> D-Cinema']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt2278871,Blue Is the Warmest Color ,2013,3h,7.7,129234,https://m.media-amazon.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@.jpg,Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.,{'id': 'vi3132668697', 'link': 'https://www.imdb.com/videoplayer/vi3132668697'},[{'actor': 'Léa Seydoux', 'actor_id': 'nm2244205', 'character': 'Emma'}, {'actor': 'Adèle Exarchopoulos', 'actor_id': 'nm2650819', 'character': 'Adèle'}, {'actor': 'Salim Kechiouche', 'actor_id': 'nm0444248', 'character': 'Samir'}, {'actor': 'Aurélien Recoing', 'actor_id': 'nm0714534', 'character': 'Père Adèle'}, {'actor': 'Catherine Salée', 'actor_id': 'nm1595165', 'character': 'Mère Adèle'}, {'actor': 'Benjamin Siksou', 'actor_id': 'nm2950607', 'character': 'Antoine'}, {'actor': 'Mona Walravens', 'actor_id': 'nm2488931', 'character': 'Lise'}, {'actor': 'Alma Jodorowsky', 'actor_id': 'nm2300160', 'character': 'Béatrice'}, {'actor': 'Jérémie Laheurte', 'actor_id': 'nm5398167', 'character': 'Thomas'}, {'actor': 'Anne Loiret', 'actor_id': 'nm0517974', 'character': 'Mère Emma'}, {'actor': 'Benoît Pilot', 'actor_id': 'nm0683632', 'character': 'Beau Père Emma'}, {'actor': 'Sandor Funtek', 'actor_id': 'nm3582738', 'character': 'Valentin'}, {'actor': 'Fanny Maurin', 'actor_id': 'nm5692633', 'character': 'Amélie'}, {'actor': 'Maelys Cabezon', 'actor_id': 'nm6014921', 'character': 'Laetitia'}, {'actor': 'Samir Bella', 'actor_id': 'nm6014922', 'character': 'Samir'}],[['Runtime', '3 hr (180 min)'], ['Sound Mix', 'Stereo (5.1 surround) | Dolby Digital'], ['Color', 'Color'], ['Aspect Ratio', '1.85 : 1 (Japan) <br> 2.35 : 1'], ['Camera', 'Canon EOS C300, Angenieux Optimo Lenses'], ['Laboratory', 'Digimage Cinéma, Montrouge, France <br> Film Factory, Paris, France'], ['Negative Format', 'Digital'], ['Cinematographic Process', 'Digital Intermediate (2K) (master format) <br> MPEG-2 4:2:2 (1080p/24) (source format)'], ['Printed Film Format', '35 mm (anamorphic) <br> Digital']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt2334873,Blue Jasmine ,2013,1h 38min,7.3,183860,https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@.jpg,A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...,{'id': 'vi2545264921', 'link': 'https://www.imdb.com/videoplayer/vi2545264921'},[{'actor': 'Cate Blanchett', 'actor_id': 'nm0000949', 'character': 'Jasmine'}, {'actor': 'Joy Carlin', 'actor_id': 'nm0137516', 'character': 'Woman on Plane'}, {'actor': 'Richard Conti', 'actor_id': 'nm0176384'," 'character': ""Woman's Husband""}", {'actor': 'Glen Caspillo', 'actor_id': 'nm1973610', 'character': 'Cab Driver'}, {'actor': 'Alec Baldwin', 'actor_id': 'nm0000285', 'character': 'Hal'}, {'actor': 'Charlie Tahan', 'actor_id': 'nm2253071', 'character': 'Young Danny'}, {'actor': 'Annie McNamara', 'actor_id': 'nm2905454'," 'character': ""Jasmine's Friend Nora""}", {'actor': 'Sally Hawkins', 'actor_id': 'nm1020089', 'character': 'Ginger'}, {'actor': 'Daniel Jenks', 'actor_id': 'nm3535849', 'character': 'Matthew'}, {'actor': 'Max Rutherford', 'actor_id': 'nm5228381', 'character': 'Johnny'}, {'actor': 'Andrew Dice Clay', 'actor_id': 'nm0001048', 'character': 'Augie'}, {'actor': 'Tammy Blanchard', 'actor_id': 'nm0087109'," 'character': ""Jasmine's Friend Jane""}", {'actor': 'Kathy Tong', 'actor_id': 'nm0867240', 'character': 'Raylene'}, {'actor': 'Ted Neustadt', 'actor_id': 'nm0627224'," 'character': ""Hal and Jasmine's Friend""}", {'actor': 'Andrew Long', 'actor_id': 'nm5809216'," 'character': ""Hal and Jasmine's Friend""}]",[['Runtime', '1 hr 38 min (98 min)'], ['Sound Mix', 'Dolby Digital | Dolby Atmos | Dolby Surround 7.1 | Datasat'], ['Color', 'Color'], ['Aspect Ratio', '2.35 : 1'], ['Camera', 'Arricam LT, Zeiss Master Prime Lenses <br> Arricam ST, Zeiss Master Prime Lenses'], ['Laboratory', 'Company 3 (digital intermediate) <br> DeLuxe, Hollywood (CA), USA (processing) <br> DeLuxe, New York (NY), USA (processing)'], ['Negative Format', '35 mm (Kodak Vision3 500T 5219)'], ['Cinematographic Process', 'Digital Intermediate (2K) (master format) <br> Super 35 (3-perf) (source format)'], ['Printed Film Format', '35 mm (anamorphic) <br> D-Cinema']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt0082089,Body Heat ,1981,1h 53min,7.4,28948,https://m.media-amazon.com/images/M/MV5BZWJhOTIwMjEtY2NkOC00ZDUyLTg0ZDgtZTM5OTI3YjViYTNmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg,In the midst of a searing Florida heat wave, a woman persuades her lover, a small-town lawyer, to murder her rich husband.,{'id': 'vi1773863193', 'link': 'https://www.imdb.com/videoplayer/vi1773863193'},[{'actor': 'William Hurt', 'actor_id': 'nm0000458', 'character': 'Ned Racine'}, {'actor': 'Kathleen Turner', 'actor_id': 'nm0000678', 'character': 'Matty Walker'}, {'actor': 'Richard Crenna', 'actor_id': 'nm0001077', 'character': 'Edmund Walker'}, {'actor': 'Ted Danson', 'actor_id': 'nm0001101', 'character': 'Peter Lowenstein'}, {'actor': 'J.A. Preston', 'actor_id': 'nm0696430', 'character': 'Oscar Grace'}, {'actor': 'Mickey Rourke', 'actor_id': 'nm0000620', 'character': 'Teddy Lewis'}, {'actor': 'Kim Zimmer', 'actor_id': 'nm0956631', 'character': 'Mary Ann'}, {'actor': 'Jane Hallaren', 'actor_id': 'nm0356284', 'character': 'Stella'}, {'actor': 'Lanna Saunders', 'actor_id': 'nm0766869', 'character': 'Roz Kraft'}, {'actor': 'Carola McGuinness', 'actor_id': 'nm0570123', 'character': 'Heather Kraft'}, {'actor': 'Michael Ryan', 'actor_id': 'nm0752726', 'character': 'Miles Hardin'}, {'actor': 'Larry Marko', 'actor_id': 'nm0548570', 'character': 'Judge Costanza'}, {'actor': 'Deborah Lucchesi', 'actor_id': 'nm0524341', 'character': 'Beverly'}, {'actor': 'Lynn Hallowell', 'actor_id': 'nm0356742', 'character': 'Angela'}, {'actor': 'Thom Sharp', 'actor_id': 'nm0789169', 'character': 'Michael Glenn (as Thom J. Sharp)'}],[['Runtime', '1 hr 53 min (113 min) <br> 1 hr 53 min (113 min) (Argentina)'], ['Sound Mix', 'Mono'], ['Color', 'Color (Technicolor)'], ['Aspect Ratio', '1.85 : 1'], ['Camera', 'Panavision Panaflex'], ['Laboratory', 'Metrocolor, Hollywood (CA), USA (film processing) <br> Technicolor, Hollywood (CA), USA (prints)'], ['Negative Format', '35 mm'], ['Cinematographic Process', 'Spherical'], ['Printed Film Format', '35 mm']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tt0816442,The Book Thief ,2013,2h 11min,7.6,121828,https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@.jpg,While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.,{'id': 'vi467773465', 'link': 'https://www.imdb.com/videoplayer/vi467773465'},[{'actor': 'Roger Allam', 'actor_id': 'nm0019885', 'character': 'Narrator'}, {'actor': 'Sophie Nélisse', 'actor_id': 'nm4563869', 'character': 'Liesel Meminger'}, {'actor': 'Heike Makatsch', 'actor_id': 'nm0538443'," 'character': ""Liesel's Mother""}", {'actor': 'Julian Lehmann', 'actor_id': 'nm6065914'," 'character': ""Liesel's Brother""}", {'actor': 'Gotthard Lange', 'actor_id': 'nm0486124', 'character': 'Grave Digger'}, {'actor': 'Rainer Reiners', 'actor_id': 'nm0718030', 'character': 'Priest'}, {'actor': 'Kirsten Block', 'actor_id': 'nm0088744', 'character': 'Frau Heinrich'}, {'actor': 'Geoffrey Rush', 'actor_id': 'nm0001691', 'character': 'Hans Hubermann'}, {'actor': 'Emily Watson', 'actor_id': 'nm0001833', 'character': 'Rosa Hubermann'}, {'actor': 'Nico Liersch', 'actor_id': 'nm3359746', 'character': 'Rudy Steiner'}, {'actor': 'Ludger Bökelmann', 'actor_id': 'nm5716198', 'character': 'Football Urchin'}, {'actor': 'Paul Schaefer', 'actor_id': 'nm7127917', 'character': 'Football Urchin'}, {'actor': 'Nozomi Linus Kaisar', 'actor_id': 'nm5599761', 'character': 'Fat Faced Goalie'}, {'actor': 'Oliver Stokowski', 'actor_id': 'nm0831440', 'character': 'Alex Steiner'}, {'actor': 'Robert Beyer', 'actor_id': 'nm0079943', 'character': 'Jewish Accountant'}],[['Runtime', '2 hr 11 min (131 min)'], ['Sound Mix', 'Dolby | SDDS | Datasat | Dolby Atmos | Dolby Surround 7.1'], ['Color', 'Color | <br> Black and White'], ['Aspect Ratio', '2.35 : 1'], ['Camera', 'Arri Alexa XT Plus, Leica Summilux and Angenieux Optimo Lenses <br> Arri Alexa, Leica Summilux and Angenieux Optimo Lenses'], ['Laboratory', 'DeLuxe (prints)'], ['Film Length', '3,589 m (7 reels)'], ['Negative Format', '35 mm (Kodak) <br> Codex'], ['Cinematographic Process', 'ARRIRAW (2.8K) (source format) <br> Digital Intermediate (2K) (master format)'], ['Printed Film Format', '35 mm (anamorphic) (Kodak Vision 2383) <br> D-Cinema']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
